name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,strike_differential,win_percentage,weight_class
Sidney Outlaw,8,4,0,172.72,77.11,187.96,Orthodox,0.13,33.0,0.8,71.0,3.0,75.0,0.0,3.0,33,-0.67,0.6666666666666666,Welterweight
Maiquel Falcao,37,10,0,180.34,83.91,180.34,Orthodox,1.67,55.0,0.53,86.0,1.0,100.0,71.0,3.0,44,1.14,0.7872340425531915,Middleweight
Samandar Murodov,8,0,0,185.42,77.11,190.5,Orthodox,3.41,80.0,0.8,0.0,3.01,100.0,0.0,3.0,25,2.6100000000000003,1.0,Welterweight
Katsuaki Furuki,1,1,0,182.88,76.2,182.88,Orthodox,0.27,10.0,2.67,39.0,0.0,0.0,0.0,3.0,38,-2.4,0.5,Lightweight
Matt Secor,8,4,0,182.88,77.11,182.88,Orthodox,0.51,20.0,0.81,50.0,3.03,100.0,0.0,3.0,38,-0.30000000000000004,0.6666666666666666,Welterweight
Danny Mitchell,19,9,1,187.96,77.11,187.96,Orthodox,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0,38,0.0,0.6551724137931034,Welterweight
Adam Piccolotti,9,0,0,180.34,70.31,180.34,Orthodox,4.61,50.0,2.83,71.0,2.96,60.0,100.0,3.0,38,1.7800000000000002,1.0,Lightweight
Scott Shaffer,0,1,0,170.18,65.77,170.18,Orthodox,2.4,67.0,0.53,50.0,0.0,0.0,72.0,3.0,38,1.8699999999999999,0.0,Featherweight
Raymond Daniels,0,1,0,187.96,83.91,187.96,Southpaw,0.0,0.0,2.61,38.0,0.0,0.0,33.0,3.0,38,-2.61,0.0,Middleweight
Fabiano Iha,9,5,0,172.72,70.31,172.72,Orthodox,1.73,47.0,2.49,42.0,2.88,40.0,50.0,2.9,54,-0.7600000000000002,0.6428571428571429,Lightweight
Jan Nortje,2,6,0,185.42,140.61,185.42,Southpaw,3.32,51.0,4.5,32.0,0.0,0.0,66.0,2.9,50,-1.1800000000000002,0.25,Heavyweight
Will Ribeiro,10,2,0,172.72,61.23,172.72,Orthodox,1.83,28.0,1.64,74.0,1.15,100.0,50.0,2.9,42,0.19000000000000017,0.8333333333333334,Bantamweight
Anthony Hernandez,11,2,0,182.88,83.91,190.5,Orthodox,4.33,62.0,3.36,46.0,6.79,57.0,63.0,2.9,31,0.9700000000000002,0.8461538461538461,Middleweight
Marcus Jones,4,2,0,198.12,120.2,198.12,Orthodox,1.94,52.0,2.71,58.0,8.71,75.0,0.0,2.9,51,-0.77,0.6666666666666666,Light Heavyweight
Tatsuro Taira,14,0,0,170.18,56.7,177.8,Orthodox,3.23,69.0,1.26,47.0,2.41,41.0,60.0,2.8,25,1.97,1.0,Flyweight
Jason High,21,6,0,172.72,70.31,185.42,Southpaw,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,43,-0.28,0.7777777777777778,Lightweight
Mike Nickels,9,5,0,193.04,92.99,193.04,Orthodox,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,53,3.33,0.6428571428571429,Light Heavyweight
Shaheen Santana,6,1,0,185.42,70.31,190.5,Orthodox,0.82,42.0,1.65,40.0,0.0,0.0,0.0,2.8,33,-0.83,0.8571428571428571,Lightweight
Sam Patterson,10,2,1,190.5,70.31,198.12,Orthodox,2.56,36.0,3.98,44.0,0.0,0.0,33.0,2.8,29,-1.42,0.7692307692307693,Lightweight
Rei Tsuruya,8,0,0,167.64,56.7,172.72,Orthodox,2.91,63.0,1.64,42.0,7.74,57.0,50.0,2.8,22,1.2700000000000002,1.0,Flyweight
Yoshiyuki Yoshida,18,9,0,180.34,77.11,177.8,Southpaw,0.85,36.0,3.67,36.0,1.41,28.0,25.0,2.8,51,-2.82,0.6666666666666666,Welterweight
Nadia Kassem,5,2,0,165.1,56.7,167.64,Southpaw,3.13,41.0,4.48,48.0,0.46,33.0,40.0,2.8,29,-1.3500000000000005,0.7142857142857143,Flyweight
Rinya Nakamura,8,0,0,170.18,61.23,172.72,Southpaw,4.23,54.0,1.78,70.0,4.23,85.0,100.0,2.8,30,2.45,1.0,Bantamweight
Ron Waterman,16,6,2,187.96,127.01,187.96,Orthodox,0.84,50.0,1.37,42.0,4.19,69.0,50.0,2.8,59,-0.5300000000000001,0.6666666666666666,Heavyweight
Abel Cullum,20,6,0,170.18,63.05,170.18,Orthodox,1.82,40.0,1.23,46.0,4.01,52.0,0.0,2.8,38,0.5900000000000001,0.7692307692307693,Bantamweight
Andre Galvao,5,2,0,170.18,76.2,170.18,Orthodox,2.34,52.0,1.56,58.0,2.02,27.0,0.0,2.8,42,0.7799999999999998,0.7142857142857143,Lightweight
Dan Lauzon,17,6,0,177.8,70.31,177.8,Orthodox,1.34,25.0,4.09,61.0,1.63,33.0,80.0,2.7,37,-2.75,0.7391304347826086,Lightweight
Darrick Minner,26,14,0,170.18,65.77,175.26,Orthodox,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,35,0.3500000000000001,0.65,Featherweight
Edson Berto,17,12,1,167.64,70.31,167.64,Orthodox,1.76,36.0,4.62,47.0,5.47,40.0,0.0,2.7,41,-2.8600000000000003,0.5666666666666667,Lightweight
Khamzat Chimaev,13,0,0,187.96,83.91,190.5,Orthodox,5.72,58.0,3.46,42.0,3.99,46.0,100.0,2.7,31,2.26,1.0,Middleweight
Carlton Jones,1,4,0,185.42,102.06,185.42,Orthodox,2.32,41.0,3.58,56.0,4.02,50.0,57.0,2.7,38,-1.2600000000000002,0.2,Light Heavyweight
Charles Oliveira,34,9,0,177.8,70.31,187.96,Orthodox,3.54,53.0,3.19,51.0,2.32,40.0,55.0,2.7,35,0.3500000000000001,0.7906976744186046,Lightweight
Matt Horwich,30,25,1,185.42,83.91,185.42,Orthodox,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,46,-1.05,0.5357142857142857,Middleweight
Charles McCarthy,10,5,0,177.8,83.91,180.34,Orthodox,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,44,-3.85,0.6666666666666666,Middleweight
Jeff Bedard,13,3,0,167.64,65.77,167.64,Orthodox,0.8,51.0,0.0,100.0,3.43,66.0,100.0,2.6,55,0.8,0.8125,Featherweight
Roybert Echeverria,7,1,0,165.1,56.7,170.18,Switch,2.95,53.0,2.52,57.0,0.0,0.0,71.0,2.6,29,0.43000000000000016,0.875,Flyweight
Julian Marquez,9,4,0,187.96,83.91,182.88,Orthodox,4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6,35,-0.1299999999999999,0.6923076923076923,Middleweight
Allan Goes,10,5,2,182.88,92.99,182.88,Orthodox,0.64,52.0,1.35,41.0,1.75,40.0,0.0,2.6,54,-0.7100000000000001,0.5882352941176471,Light Heavyweight
Joseph Morales,9,2,0,167.64,56.7,175.26,Switch,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,30,-0.1399999999999999,0.8181818181818182,Flyweight
Nick Thompson,38,14,1,185.42,77.11,187.96,Orthodox,1.87,42.0,1.8,49.0,1.06,100.0,35.0,2.6,43,0.07000000000000006,0.7169811320754716,Welterweight
Dustin Pague,12,11,0,175.26,61.23,187.96,Orthodox,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,37,-1.31,0.5217391304347826,Bantamweight
Coty Wheeler,14,5,0,167.64,61.23,170.18,Orthodox,1.88,22.0,3.16,59.0,0.87,37.0,33.0,2.6,46,-1.2800000000000002,0.7368421052631579,Bantamweight
Lu Kai,8,5,0,175.26,65.77,175.26,Orthodox,3.76,43.0,5.51,55.0,2.62,50.0,100.0,2.6,31,-1.75,0.6153846153846154,Featherweight
Renato Sobral,37,11,0,185.42,92.99,190.5,Orthodox,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6,49,0.7,0.7708333333333334,Light Heavyweight
Daniel Roberts,15,7,0,177.8,77.11,187.96,Southpaw,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,44,-1.54,0.6818181818181818,Welterweight
Keigo Kunihara,3,2,0,182.88,106.59,182.88,Orthodox,0.17,10.0,1.99,57.0,4.97,40.0,100.0,2.5,38,-1.82,0.6,Light Heavyweight
Jeimeson Saudino,8,5,0,167.64,61.23,167.64,Orthodox,0.66,30.0,0.82,84.0,2.47,50.0,0.0,2.5,38,-0.15999999999999992,0.6153846153846154,Bantamweight
Marloes Coenen,23,8,0,175.26,65.77,170.18,Orthodox,2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5,38,0.25,0.7419354838709677,Featherweight
Daniel Spohn,15,6,0,193.04,92.99,200.66,Southpaw,2.42,49.0,1.6,53.0,0.0,0.0,28.0,2.5,40,0.8199999999999998,0.7142857142857143,Light Heavyweight
Andre Petroski,10,3,0,182.88,83.91,185.42,Switch,3.61,51.0,3.03,51.0,4.48,54.0,71.0,2.5,33,0.5800000000000001,0.7692307692307693,Middleweight
Dave Menne,45,17,2,177.8,77.11,177.8,Orthodox,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,50,-0.1499999999999999,0.703125,Welterweight
Kyle Kurtz,7,5,0,178.23432467873064,77.11,180.70495018353435,Orthodox,1.31,36.0,2.95,52.0,1.23,20.0,0.0,2.5,38,-1.6400000000000001,0.5833333333333334,Welterweight
Renato Verissimo,7,5,0,185.42,77.11,185.42,Orthodox,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5,51,-0.9500000000000001,0.5833333333333334,Welterweight
Ken Shamrock,28,17,2,185.42,92.99,182.88,Orthodox,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,61,-2.83,0.5957446808510638,Light Heavyweight
Lumumba Sayers,6,5,0,182.88,83.91,182.88,Orthodox,2.54,41.0,2.37,48.0,7.63,75.0,0.0,2.5,38,0.16999999999999993,0.5454545454545454,Middleweight
Dale Hartt,6,3,0,177.8,70.31,175.26,Orthodox,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,46,-0.41000000000000014,0.6666666666666666,Lightweight
Thomas Petersen,8,1,0,185.42,119.75,187.96,Southpaw,3.59,73.0,2.45,40.0,7.34,100.0,100.0,2.5,30,1.1399999999999997,0.8888888888888888,Light Heavyweight
Tom Murphy,8,0,0,187.96,102.97,187.96,Southpaw,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5,50,2.33,1.0,Light Heavyweight
Naoki Inoue,11,1,0,175.26,56.7,180.34,Orthodox,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5,27,0.2999999999999998,0.9166666666666666,Flyweight
Phil Cardella,8,5,0,180.34,70.31,180.34,Orthodox,2.47,50.0,2.0,57.0,0.0,0.0,11.0,2.5,38,0.4700000000000002,0.6153846153846154,Lightweight
Clayton Carpenter,7,0,0,167.64,56.7,167.64,Orthodox,4.5,51.0,2.85,60.0,2.47,50.0,0.0,2.5,28,1.65,1.0,Flyweight
Ivan Salaverry,14,9,0,182.88,83.91,182.88,Orthodox,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,54,1.8199999999999998,0.6086956521739131,Middleweight
Keisuke Fujiwara,17,12,5,167.64,63.05,167.64,Switch,0.73,44.0,1.2,47.0,0.0,0.0,23.0,2.5,38,-0.47,0.5,Bantamweight
Cody McKenzie,16,10,0,182.88,70.31,182.88,Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,37,-0.76,0.6153846153846154,Lightweight
Tamdan McCrory,14,5,0,193.04,83.91,193.04,Switch,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,38,0.46999999999999975,0.7368421052631579,Middleweight
Liam McGeary,12,2,0,198.12,92.99,198.12,Orthodox,1.28,48.0,1.92,50.0,0.51,100.0,0.0,2.5,38,-0.6399999999999999,0.8571428571428571,Light Heavyweight
Jailton Almeida,20,2,0,190.5,92.99,200.66,Orthodox,2.78,64.0,0.52,43.0,5.14,55.0,75.0,2.4,33,2.26,0.9090909090909091,Light Heavyweight
Doug Marshall,18,8,0,177.8,92.99,177.8,Orthodox,6.99,46.0,4.02,60.0,0.0,0.0,66.0,2.4,49,2.9700000000000006,0.6923076923076923,Light Heavyweight
Mark Weir,21,18,1,187.96,83.91,187.96,Southpaw,1.54,56.0,2.5,38.0,0.8,50.0,25.0,2.4,57,-0.96,0.525,Middleweight
Shane del Rosario,11,2,0,193.04,113.4,193.04,Southpaw,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,41,0.96,0.8461538461538461,Light Heavyweight
Juan Espino,11,2,0,190.5,115.67,203.2,Orthodox,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4,44,0.42999999999999994,0.8461538461538461,Light Heavyweight
Jason Lambert,26,13,0,190.5,83.91,190.5,Orthodox,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,49,1.3699999999999999,0.6666666666666666,Middleweight
Noad Lahat,11,2,0,175.26,65.77,175.26,Orthodox,2.79,46.0,1.47,63.0,2.37,26.0,16.0,2.4,40,1.32,0.8461538461538461,Featherweight
Paddy Pimblett,20,3,0,177.8,70.31,185.42,Orthodox,4.19,46.0,3.48,41.0,0.97,25.0,56.0,2.4,30,0.7100000000000004,0.8695652173913043,Lightweight
Gabriel Miranda,17,6,0,180.34,65.77,180.34,Orthodox,3.52,51.0,6.88,39.0,4.8,40.0,0.0,2.4,35,-3.36,0.7391304347826086,Featherweight
Rob Kimmons,25,9,0,177.8,83.91,185.42,Orthodox,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,44,-2.9299999999999997,0.7352941176470589,Middleweight
Hermes Franca,24,17,0,167.64,70.31,180.34,Orthodox,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,50,-1.07,0.5853658536585366,Lightweight
Cesar Arzamendia,8,3,0,180.34,70.31,180.34,Orthodox,5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,34,0.16999999999999993,0.7272727272727273,Lightweight
Antonio Rodrigo Nogueira,34,10,1,190.5,108.86,195.58,Orthodox,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,48,-0.44999999999999996,0.7555555555555555,Light Heavyweight
Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,50,0.73,0.5740740740740741,Welterweight
Ramiz Brahimaj,10,4,0,177.8,77.11,182.88,Orthodox,2.47,41.0,4.08,50.0,1.9,66.0,58.0,2.4,32,-1.6099999999999999,0.7142857142857143,Welterweight
Eugene Jackson,15,9,1,172.72,83.91,172.72,Orthodox,2.19,33.0,3.44,32.0,1.91,71.0,16.0,2.3,58,-1.25,0.6,Middleweight
Joe Doerksen,51,16,0,182.88,83.91,190.5,Orthodox,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,47,-1.36,0.7611940298507462,Middleweight
Wes Sims,24,14,1,208.28,117.93,208.28,Orthodox,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3,45,-1.9700000000000002,0.6153846153846154,Light Heavyweight
JP Buys,9,6,0,165.1,61.23,170.18,Orthodox,1.88,39.0,3.02,40.0,1.55,25.0,25.0,2.3,29,-1.1400000000000001,0.6,Bantamweight
Brandon Royval,15,6,0,175.26,56.7,172.72,Southpaw,3.45,38.0,2.63,50.0,0.66,100.0,39.0,2.3,32,0.8200000000000003,0.7142857142857143,Flyweight
Nate Smith,6,1,0,167.64,56.7,175.26,Switch,1.28,38.0,2.04,35.0,0.0,0.0,33.0,2.3,30,-0.76,0.8571428571428571,Flyweight
Mats Nilsson,11,4,1,185.42,77.11,185.42,Orthodox,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3,41,-2.63,0.6875,Welterweight
Hideo Tokoro,34,29,2,170.18,61.23,170.18,Orthodox,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3,47,-0.22999999999999976,0.5230769230769231,Bantamweight
Jose Maria,37,7,0,165.1,56.7,165.1,Orthodox,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,43,-0.7799999999999998,0.8409090909090909,Flyweight
Yoshiki Takahashi,30,27,3,180.34,90.26,180.34,Southpaw,2.26,51.0,6.47,44.0,0.0,0.0,66.0,2.3,56,-4.21,0.5,Middleweight
Ikram Aliskerov,15,1,0,182.88,83.91,193.04,Southpaw,8.24,65.0,7.15,36.0,2.33,33.0,0.0,2.3,32,1.0899999999999999,0.9375,Middleweight
Mike Joy,11,8,0,167.64,70.31,167.64,Southpaw,0.57,33.0,1.71,47.0,0.78,33.0,0.0,2.3,39,-1.1400000000000001,0.5789473684210527,Lightweight
Kimo Leopoldo,10,7,1,190.5,106.59,190.5,Orthodox,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,57,-1.36,0.5555555555555556,Light Heavyweight
Chas Skelly,19,3,0,180.34,65.77,182.88,Orthodox,2.01,40.0,3.21,49.0,1.74,34.0,39.0,2.3,40,-1.2000000000000002,0.8636363636363636,Featherweight
Ruan Potts,11,6,0,187.96,112.04,190.5,Orthodox,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,47,-5.07,0.6470588235294118,Light Heavyweight
Mark Holst,12,6,0,182.88,70.31,182.88,Orthodox,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,39,-1.42,0.6666666666666666,Lightweight
Seth Petruzelli,14,8,0,182.88,92.99,193.04,Orthodox,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,45,0.08999999999999986,0.6363636363636364,Light Heavyweight
Christian Morecraft,8,3,0,198.12,117.93,205.74,Orthodox,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,38,0.3599999999999999,0.7272727272727273,Light Heavyweight
Niklas Backstrom,11,3,0,185.42,65.77,185.42,Orthodox,1.12,41.0,3.65,40.0,2.92,80.0,72.0,2.2,35,-2.53,0.7857142857142857,Featherweight
Kaynan Kruschewsky,15,2,0,182.88,70.31,185.42,Orthodox,5.08,39.0,4.79,47.0,2.18,100.0,0.0,2.2,34,0.29000000000000004,0.8823529411764706,Lightweight
Drew Fickett,42,21,0,177.8,70.31,177.8,Orthodox,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,45,0.040000000000000036,0.6666666666666666,Lightweight
Ryan Thomas,20,8,0,182.88,77.11,182.88,Orthodox,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2,40,-2.16,0.7142857142857143,Welterweight
Ryan Hall,9,2,0,177.8,65.77,177.8,Southpaw,2.38,50.0,1.33,65.0,0.22,9.0,0.0,2.2,40,1.0499999999999998,0.8181818181818182,Featherweight
Dustin Kimura,11,3,0,170.18,61.23,180.34,Orthodox,1.33,21.0,3.82,51.0,0.93,37.0,50.0,2.2,35,-2.4899999999999998,0.7857142857142857,Bantamweight
Alex Gilpin,11,1,0,170.18,65.77,170.18,Orthodox,6.8,54.0,12.29,42.0,2.17,25.0,0.0,2.2,33,-5.489999999999999,0.9166666666666666,Featherweight
Josh Grispi,14,5,0,180.34,65.77,187.96,Orthodox,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2,36,-2.27,0.7368421052631579,Featherweight
Anthony Torres,5,3,0,172.72,77.11,172.72,Orthodox,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,46,-3.9799999999999995,0.625,Welterweight
Danny Henry,12,4,0,182.88,65.77,185.42,Orthodox,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2,36,1.04,0.75,Featherweight
Hidehiko Yoshida,6,8,1,180.34,102.06,180.34,Orthodox,1.05,36.0,1.89,62.0,1.09,33.0,71.0,2.2,55,-0.8399999999999999,0.4,Light Heavyweight
Joe Stevenson,33,16,0,170.18,65.77,177.8,Orthodox,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,42,-0.3900000000000001,0.673469387755102,Featherweight
Everett Cummings,12,0,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.43,60.0,4.34,45.0,0.0,0.0,0.0,2.2,38,-3.9099999999999997,1.0,Light Heavyweight
Jose Landi-Jons,29,16,0,180.34,77.11,180.34,Orthodox,0.99,40.0,0.77,43.0,2.2,80.0,40.0,2.2,51,0.21999999999999997,0.6444444444444445,Welterweight
Wilson Gouveia,14,8,0,185.42,83.91,193.04,Orthodox,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,46,-1.0399999999999996,0.6363636363636364,Middleweight
Chris Price,19,4,0,187.96,83.91,187.96,Southpaw,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,42,-1.15,0.8260869565217391,Middleweight
Fredson Paixao,10,5,0,167.64,65.77,167.64,Orthodox,1.71,54.0,2.31,62.0,0.62,11.0,10.0,2.2,46,-0.6000000000000001,0.6666666666666666,Featherweight
Jake Hadley,10,2,0,170.18,56.7,177.8,Southpaw,3.42,44.0,3.2,60.0,0.32,25.0,35.0,2.2,28,0.21999999999999975,0.8333333333333334,Flyweight
Chase Hooper,13,3,1,185.42,70.31,187.96,Southpaw,4.86,51.0,3.59,36.0,1.42,22.0,55.0,2.2,25,1.2700000000000005,0.7647058823529411,Lightweight
Daniel Gracie,5,4,1,187.96,102.06,187.96,Orthodox,1.9,38.0,1.33,59.0,0.36,100.0,80.0,2.1,38,0.5699999999999998,0.5,Light Heavyweight
Masakazu Imanari,36,16,2,162.56,63.05,162.56,Southpaw,0.55,30.0,1.74,57.0,0.0,0.0,0.0,2.1,49,-1.19,0.6666666666666666,Bantamweight
Andrew Holbrook,12,3,0,180.34,70.31,177.8,Southpaw,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,39,-0.7999999999999998,0.8,Lightweight
Mike Cook,13,13,0,185.42,92.99,185.42,Orthodox,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1,38,-0.6799999999999999,0.5,Light Heavyweight
Polyana Viana,13,6,0,165.1,52.16,170.18,Orthodox,3.19,41.0,2.63,55.0,0.93,33.0,43.0,2.1,32,0.56,0.6842105263157895,Flyweight
Logan Clark,18,6,0,187.96,83.91,187.96,Orthodox,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,40,0.7100000000000002,0.75,Middleweight
Nate Loughran,11,2,0,187.96,83.91,187.96,Orthodox,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,44,-2.3000000000000003,0.8461538461538461,Middleweight
Tim McKenzie,14,9,0,182.88,83.91,187.96,Orthodox,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,42,-1.5899999999999999,0.6086956521739131,Middleweight
Mackens Semerzier,8,4,0,175.26,65.77,182.88,Orthodox,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,44,-0.5699999999999998,0.6666666666666666,Featherweight
Dennis Hallman,53,20,2,175.26,70.31,182.88,Orthodox,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,49,-0.8399999999999999,0.7066666666666667,Lightweight
Chris Brennan,21,13,1,172.72,77.11,172.72,Orthodox,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1,53,-0.37,0.6,Welterweight
Josh Sampo,11,5,0,162.56,56.7,162.56,Orthodox,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1,40,-0.97,0.6875,Flyweight
Katsuhisa Fujii,9,18,1,182.88,92.99,182.88,Orthodox,4.0,50.0,4.43,64.0,2.14,25.0,50.0,2.1,52,-0.4299999999999997,0.32142857142857145,Light Heavyweight
Brooke Mayo,0,1,0,170.18,56.7,170.18,Orthodox,1.92,34.0,3.2,63.0,3.2,60.0,0.0,2.1,38,-1.2800000000000002,0.0,Flyweight
Satoru Kitaoka,40,14,9,167.64,69.85,167.64,Orthodox,0.68,33.0,2.15,45.0,0.62,10.0,27.0,2.1,38,-1.4699999999999998,0.6349206349206349,Featherweight
Daermisi Zhawupasi,7,1,0,172.72,61.23,172.72,Switch,1.24,51.0,2.75,34.0,6.19,75.0,64.0,2.1,25,-1.51,0.875,Bantamweight
Jeremiah Metcalf,13,7,0,185.42,83.91,185.42,Orthodox,1.74,59.0,0.27,60.0,4.02,66.0,100.0,2.0,38,1.47,0.65,Middleweight
Harry Hunsucker,7,6,0,187.96,92.99,190.5,Orthodox,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,36,-2.99,0.5384615384615384,Light Heavyweight
Charles Bennett,30,33,2,172.72,70.31,172.72,Orthodox,1.39,39.0,1.35,64.0,2.02,100.0,36.0,2.0,45,0.039999999999999813,0.46153846153846156,Lightweight
Kevin Syler,10,1,0,175.26,70.31,180.34,Switch,5.6,69.0,4.03,48.0,1.0,40.0,77.0,2.0,31,1.5699999999999994,0.9090909090909091,Lightweight
Mike Zichelle,8,4,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.87,35.0,0.87,40.0,0.0,0.0,0.0,2.0,38,0.0,0.6666666666666666,Light Heavyweight
Dave Galera,5,1,0,180.34,61.23,180.34,Orthodox,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,47,1.14,0.8333333333333334,Bantamweight
Kaik Brito,16,5,0,180.34,77.11,182.88,Orthodox,2.8,38.0,3.87,55.0,0.0,0.0,55.0,2.0,28,-1.0700000000000003,0.7619047619047619,Welterweight
Josh Thornburg,8,8,0,182.88,77.11,182.88,Orthodox,1.2,50.0,3.13,38.0,2.0,66.0,42.0,2.0,38,-1.93,0.5,Welterweight
Chad Reiner,33,18,0,180.34,77.11,180.34,Orthodox,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,43,-1.44,0.6470588235294118,Welterweight
Jacob Volkmann,19,7,0,175.26,70.31,180.34,Southpaw,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,44,-0.5900000000000001,0.7307692307692307,Lightweight
Brock Larson,42,10,0,180.34,77.11,180.34,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,47,-0.1100000000000001,0.8076923076923077,Welterweight
Christian Lohsen,4,2,0,187.96,70.31,195.58,Southpaw,5.27,49.0,6.93,44.0,0.0,0.0,0.0,2.0,30,-1.6600000000000001,0.6666666666666666,Lightweight
Brent Primus,8,0,0,177.8,70.31,177.8,Orthodox,1.73,39.0,2.27,59.0,5.0,38.0,0.0,2.0,38,-0.54,1.0,Lightweight
Nick Serra,7,3,0,175.26,77.11,175.26,Orthodox,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,47,-1.73,0.7,Welterweight
Chris Holdsworth,6,0,0,180.34,61.23,180.34,Orthodox,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0,38,-0.08999999999999986,1.0,Bantamweight
David Mitchell,22,7,0,182.88,77.11,190.5,Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,45,-0.32000000000000006,0.7586206896551724,Welterweight
John Halverson,16,8,0,175.26,70.31,175.26,Southpaw,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,52,-2.35,0.6666666666666666,Lightweight
Sean Holden,5,2,0,177.8,77.11,177.8,Orthodox,2.4,59.0,0.6,59.0,5.0,83.0,0.0,2.0,38,1.7999999999999998,0.7142857142857143,Welterweight
Eric Wray,5,1,0,182.88,77.11,182.88,Orthodox,1.76,48.0,3.12,28.0,4.07,66.0,0.0,2.0,38,-1.36,0.8333333333333334,Welterweight
Kevin Haley,6,4,0,187.96,92.99,187.96,Orthodox,0.87,59.0,0.87,64.0,3.0,100.0,0.0,2.0,38,0.0,0.6,Light Heavyweight
Mariusz Ksiazkiewicz,8,1,0,190.5,83.91,190.5,Southpaw,0.93,45.0,3.4,39.0,4.0,100.0,0.0,2.0,35,-2.4699999999999998,0.8888888888888888,Middleweight
